판매ID,판매일,거래처코드,거래처명,제품코드, 단가 ,수량,할인율, 금액 
1001,2019-07-21,37,J마켓,BH060518," 49,200 ",3,0.1," 132,840 "
1002,2019-07-21,28,서진전자,NT150600," 916,200 ",1,0," 916,200 "
1003,2019-07-21,8,태강교역,PA220125," 29,000 ",5,0.1," 130,500 "
1004,2019-07-21,25,삼양상사,CA280222," 9,300 ",10,0.1," 83,700 "
1005,2019-07-21,6,글로벌 전자,SP310571," 350,900 ",3,0.1," 947,430 "
1006,2019-07-22,33,신성무역,CA270427," 824,100 ",37,0.1," 27,442,530 "
1007,2019-07-22,32,대한전자,CA280127," 37,700 ",37,0.1," 1,255,410 "
1008,2019-07-22,27,이화무역,CA270430," 824,100 ",1,0.1," 741,690 "
1009,2019-07-22,11,서주무역,OA290175," 48,500 ",3,0," 145,500 "
1010,2019-07-23,11,서주무역,SP310290," 310,800 ",15,0," 4,662,000 "
1011,2019-07-23,4,동광통상,OA290023," 22,900 ",22,0," 503,800 "
1012,2019-07-23,26,신세기상사,OA290016," 35,200 ",1,0," 35,200 "
1013,2019-07-23,25,삼양상사,TV090364," 1,436,600 ",3,0," 4,309,800 "
1014,2019-07-24,26,신세기상사,OA290080," 43,700 ",7,0," 305,900 "
1015,2019-07-24,1,한미전자,PA220208," 40,200 ",1,0," 40,200 "
1016,2019-07-24,25,삼양상사,NT150684," 659,800 ",7,0," 4,618,600 "
1017,2019-07-24,26,신세기상사,OA290080," 43,700 ",3,0," 131,100 "
1018,2019-07-25,25,삼양상사,CA270424," 845,900 ",5,0.1," 3,806,550 "
1019,2019-07-25,20,세종물산,PA220200," 34,300 ",13,0," 445,900 "
1020,2019-07-25,36,굿모닝전자,SP320524," 285,000 ",3,0.1," 769,500 "
1021,2019-07-25,7,삼화상사,CA270422," 848,400 ",4,0.1," 3,054,240 "
1022,2019-07-25,1,한미전자,BH060512," 58,200 ",3,0," 174,600 "
1023,2019-07-25,36,굿모닝전자,SP320524," 285,000 ",16,0," 4,560,000 "
1024,2019-07-26,45,인터비타,CA270493," 654,700 ",21,0," 13,748,700 "
1025,2019-07-26,23,알프스무역,SP320561," 210,000 ",5,0," 1,050,000 "
1026,2019-07-26,46,부성전자,OA290017," 35,200 ",3,0," 105,600 "
1027,2019-07-26,34,ABC상사,PA220206," 40,200 ",7,0.1," 253,260 "
1028,2019-07-26,23,알프스무역,SP320561," 210,000 ",3,0.1," 567,000 "
1029,2019-07-27,5,오성통상,BH060521," 131,200 ",5,0.1," 590,400 "
1030,2019-07-27,45,인터비타,SP320530," 361,800 ",7,0.1," 2,279,340 "
1031,2019-07-27,8,태강교역,CA280130," 70,200 ",7,0.1," 442,260 "
1032,2019-07-27,11,서주무역,TV090651," 462,000 ",3,0.1," 1,247,400 "
1033,2019-07-28,2,혜성전자,PE040583," 201,800 ",2,0.1," 363,240 "
1034,2019-07-28,20,세종물산,NT150688," 459,800 ",2,0.1," 827,640 "
1035,2019-07-28,46,부성전자,MT180394," 314,500 ",3,0.1," 849,150 "
1036,2019-07-28,44,영진전자,TV090647," 807,600 ",13,0.1," 9,448,920 "
1037,2019-07-28,46,부성전자,NT150592," 515,400 ",4,0.1," 1,855,440 "
1038,2019-07-28,46,부성전자,TV090650," 594,000 ",7,0," 4,158,000 "
1039,2019-07-29,29,태성무역,PJ190662," 437,800 ",2,0," 875,600 "
1040,2019-07-29,21,동화전자,NT150388," 628,600 ",7,0.1," 3,960,180 "
1041,2019-07-29,8,태강교역,CA280102," 67,200 ",7,0.1," 423,360 "
1042,2019-07-29,43,드림테크,TV090660," 1,557,600 ",7,0," 10,903,200 "
1043,2019-07-29,46,부성전자,SP320701," 932,200 ",1,0.1," 838,980 "
1044,2019-07-29,33,신성무역,DV350165," 20,000 ",7,0.1," 126,000 "
1045,2019-07-29,26,신세기상사,OA290022," 22,900 ",2,0.1," 41,220 "
1046,2019-07-30,29,태성무역,PA220304," 21,000 ",28,0.1," 529,200 "
1047,2019-07-30,14,베네디스,CA280191," 26,900 ",10,0.1," 242,100 "
1048,2019-07-31,11,서주무역,DV350156," 21,800 ",1,0.1," 19,620 "
1049,2019-07-31,42,우리정보,CA280132," 70,200 ",1,0.1," 63,180 "
1050,2019-07-31,28,서진전자,PA220270," 18,700 ",1,0.1," 16,830 "
1051,2019-08-01,13,미림상사,PA220323," 21,400 ",9,0.1," 173,340 "
1052,2019-08-01,49,강남상사,CA280131," 70,200 ",30,0.1," 1,895,400 "
1053,2019-08-01,49,강남상사,CA280283," 115,300 ",6,0.1," 622,620 "
1054,2019-08-01,31,한진무역,MT180607," 541,400 ",5,0.1," 2,436,300 "
1055,2019-08-01,39,명성전자,DV350167," 148,100 ",7,0.1," 933,030 "
1056,2019-08-01,17,티엔씨에스,DV350167," 148,100 ",3,0.1," 399,870 "
1057,2019-08-01,17,티엔씨에스,DV350167," 148,100 ",13,0," 1,925,300 "
1058,2019-08-02,23,알프스무역,BH060514," 49,200 ",22,0," 1,082,400 "
1059,2019-08-02,19,양정물산,PA220101," 24,200 ",3,0," 72,600 "
1060,2019-08-02,23,알프스무역,CA270478," 253,000 ",16,0.1," 3,643,200 "
1061,2019-08-02,4,동광통상,PC170378," 569,400 ",4,0," 2,277,600 "
1062,2019-08-02,39,명성전자,BH060628," 139,600 ",10,0," 1,396,000 "
1063,2019-08-03,25,삼양상사,BH060512," 58,200 ",13,0," 756,600 "
1064,2019-08-03,12,유니테크,MP010010," 281,700 ",1,0," 281,700 "
1065,2019-08-03,40,가나전자,CA270483," 239,600 ",45,0.1," 9,703,800 "
1066,2019-08-04,48,한양이엔지,PA220262," 17,400 ",21,0," 365,400 "
1067,2019-08-04,17,티엔씨에스,PA220218," 40,300 ",3,0," 120,900 "
1068,2019-08-04,24,유미백화점,CA270405," 608,400 ",2,0.1," 1,095,120 "
1069,2019-08-04,26,신세기상사,PA330241," 5,500 ",3,0," 16,500 "
1070,2019-08-04,30,샤론통상,OA290018," 35,200 ",1,0," 35,200 "
1071,2019-08-05,12,유니테크,DV350170," 194,200 ",7,0," 1,359,400 "
1072,2019-08-05,22,동도교역,TV090658," 1,293,600 ",3,0," 3,880,800 "
1073,2019-08-05,16,대진상사,SP320700," 932,200 ",3,0," 2,796,600 "
1074,2019-08-06,15,협우상사,PA220237," 17,500 ",2,0," 35,000 "
1075,2019-08-06,42,우리정보,DS240471," 475,800 ",3,0.1," 1,284,660 "
1076,2019-08-06,41,금산전자,PA220323," 21,400 ",7,0," 149,800 "
1077,2019-08-06,41,금산전자,SP310571," 350,900 ",10,0," 3,509,000 "
1078,2019-08-06,41,금산전자,SP310571," 350,900 ",34,0," 11,930,600 "
1079,2019-08-07,32,대한전자,MT180376," 60,400 ",18,0," 1,087,200 "
1080,2019-08-07,37,J마켓,NT150686," 1,099,800 ",2,0," 2,199,600 "
1081,2019-08-07,53,국제전자,DS240463," 398,200 ",3,0.1," 1,075,140 "
1082,2019-08-07,28,서진전자,DS240466," 398,200 ",1,0.1," 358,380 "
1083,2019-08-07,28,서진전자,TV090655," 593,800 ",12,0," 7,125,600 "
1084,2019-08-08,34,ABC상사,CA270444," 484,500 ",2,0.1," 872,100 "
1085,2019-08-08,19,양정물산,NT150455," 495,300 ",9,0," 4,457,700 "
1086,2019-08-08,37,J마켓,BH060624," 161,500 ",29,0," 4,683,500 "
1087,2019-08-08,40,가나전자,CA280300," 80,700 ",3,0.1," 217,890 "
1088,2019-08-08,11,서주무역,PA220141," 53,700 ",3,0," 161,100 "
1089,2019-08-09,45,인터비타,PA220326," 28,200 ",1,0," 28,200 "
1090,2019-08-09,44,영진전자,PA330294," 15,100 ",5,0.1," 67,950 "
1091,2019-08-09,36,굿모닝전자,MP010001," 242,700 ",1,0.1," 218,430 "
1092,2019-08-09,29,태성무역,PA220262," 17,400 ",2,0.1," 31,320 "
1093,2019-08-09,17,티엔씨에스,MP010033," 80,700 ",7,0.1," 508,410 "
1094,2019-08-09,6,글로벌 전자,SP310569," 325,400 ",11,0.1," 3,221,460 "
1095,2019-08-09,42,우리정보,PJ200616," 261,500 ",13,0," 3,399,500 "
1096,2019-08-09,42,우리정보,DV350172," 194,200 ",4,0.1," 699,120 "
1097,2019-08-09,44,영진전자,PA330294," 15,100 ",3,0.1," 40,770 "
1098,2019-08-09,6,글로벌 전자,SP310569," 325,400 ",7,0.1," 2,050,020 "
1099,2019-08-10,52,제우스,PJ190663," 437,800 ",3,0," 1,313,400 "
1100,2019-08-10,46,부성전자,CA270494," 653,800 ",3,0.1," 1,765,260 "
1101,2019-08-10,30,샤론통상,TV090348," 570,600 ",4,0," 2,282,400 "
1102,2019-08-10,39,명성전자,MT180400," 593,900 ",3,0.1," 1,603,530 "
1103,2019-08-10,34,ABC상사,NT150690," 776,600 ",7,0," 5,436,200 "
1104,2019-08-10,3,태화상사,PJ190662," 437,800 ",4,0," 1,751,200 "
1105,2019-08-11,6,글로벌 전자,DV350168," 148,100 ",2,0.1," 266,580 "
1106,2019-08-11,42,우리정보,PA220245," 12,800 ",2,0.1," 23,040 "
1107,2019-08-11,39,명성전자,NT150596," 628,600 ",1,0.1," 565,740 "
1108,2019-08-12,31,한진무역,OA290019," 43,700 ",2,0.1," 78,660 "
1109,2019-08-12,36,굿모닝전자,PA220230," 156,600 ",2,0.1," 281,880 "
1110,2019-08-12,49,강남상사,PE040588," 258,900 ",27,0.1," 6,291,270 "
1111,2019-08-12,8,태강교역,MP010035," 80,700 ",7,0.1," 508,410 "
1112,2019-08-12,31,한진무역,PA220234," 61,900 ",2,0.1," 111,420 "
1113,2019-08-13,42,우리정보,PA220088," 131,200 ",7,0.1," 826,560 "
1114,2019-08-13,37,J마켓,PA220305," 36,300 ",32,0.1," 1,045,440 "
1115,2019-08-13,32,대한전자,CA270431," 532,700 ",7,0.1," 3,356,010 "
1116,2019-08-13,42,우리정보,PA220331," 85,000 ",4,0.1," 306,000 "
1117,2019-08-13,11,서주무역,MP010055," 162,700 ",1,0.1," 146,430 "
1118,2019-08-14,51,그린테크,PA220326," 28,200 ",4,0.1," 101,520 "
1119,2019-08-14,12,유니테크,MT180403," 540,100 ",1,0.1," 486,090 "
1120,2019-08-14,39,명성전자,MP010041," 129,100 ",3,0.1," 348,570 "
1121,2019-08-14,26,신세기상사,PA220125," 29,000 ",19,0," 551,000 "
1122,2019-08-14,14,베네디스,SP310549," 352,100 ",12,0," 4,225,200 "
1123,2019-08-14,23,알프스무역,OA290017," 35,200 ",19,0," 668,800 "
1124,2019-08-14,3,태화상사,OA290024," 22,900 ",12,0," 274,800 "
1125,2019-08-15,50,프로시스템즈,MT180399," 593,900 ",2,0," 1,187,800 "
1126,2019-08-15,36,굿모닝전자,CA270439," 484,500 ",8,0.1," 3,488,400 "
1127,2019-08-15,43,드림테크,CA270421," 848,400 ",1,0.1," 763,560 "
1128,2019-08-15,32,대한전자,MT180397," 541,400 ",10,0," 5,414,000 "
1129,2019-08-16,28,서진전자,TV090349," 570,600 ",7,0," 3,994,200 "
1130,2019-08-16,8,태강교역,SP320551," 300,000 ",3,0," 900,000 "
1131,2019-08-16,35,에이빌,PA330703," 81,700 ",15,0," 1,225,500 "
1132,2019-08-17,32,대한전자,DV350147," 227,400 ",8,0," 1,819,200 "
1133,2019-08-17,39,명성전자,DV350152," 13,400 ",2,0," 26,800 "
1134,2019-08-17,48,한양이엔지,DV350148," 227,400 ",21,0.1," 4,297,860 "
1135,2019-08-18,14,베네디스,NT150452," 518,000 ",12,0.1," 5,594,400 "
1136,2019-08-18,5,오성통상,NT150451," 515,500 ",5,0," 2,577,500 "
1137,2019-08-18,37,J마켓,CA270483," 239,600 ",1,0.1," 215,640 "
1138,2019-08-18,49,강남상사,TVAC040669," 99,000 ",1,0," 99,000 "
1139,2019-08-18,23,알프스무역,SP320563," 210,000 ",8,0," 1,680,000 "
1140,2019-08-19,44,영진전자,DV350158," 15,400 ",10,0," 154,000 "
1141,2019-08-19,10,신영상사,BH060511," 58,200 ",14,0.1," 733,320 "
1142,2019-08-19,23,알프스무역,TV090355," 455,400 ",9,0," 4,098,600 "
1143,2019-08-19,12,유니테크,SP320564," 210,000 ",6,0.1," 1,134,000 "
1144,2019-08-19,12,유니테크,SP320564," 210,000 ",3,0.1," 567,000 "
1145,2019-08-20,19,양정물산,MP010039," 94,300 ",12,0.1," 1,018,440 "
1146,2019-08-20,25,삼양상사,OA290079," 43,700 ",6,0.1," 235,980 "
1147,2019-08-20,12,유니테크,MP010028," 223,100 ",5,0.1," 1,003,950 "
1148,2019-08-20,25,삼양상사,OA290079," 43,700 ",13,0.1," 511,290 "
1149,2019-08-21,21,동화전자,CA280190," 26,900 ",5,0.1," 121,050 "
1150,2019-08-21,39,명성전자,CA270416," 551,800 ",4,0.1," 1,986,480 "
1151,2019-08-21,16,대진상사,PA220095," 36,200 ",3,0.1," 97,740 "
1152,2019-08-21,47,삼인시스템,CA270444," 484,500 ",13,0.1," 5,668,650 "
1153,2019-08-22,20,세종물산,DC230640," 433,000 ",7,0.1," 2,727,900 "
1154,2019-08-22,20,세종물산,PA220266," 18,700 ",3,0.1," 50,490 "
1155,2019-08-22,28,서진전자,PA220209," 48,400 ",3,0.1," 130,680 "
1156,2019-08-22,27,이화무역,PE040582," 210,000 ",13,0.1," 2,457,000 "
1157,2019-08-22,37,J마켓,CA270497," 654,700 ",1,0.1," 589,230 "
1158,2019-08-23,49,강남상사,PE040588," 258,900 ",3,0," 776,700 "
1159,2019-08-23,32,대한전자,DV350147," 227,400 ",2,0.1," 409,320 "
1160,2019-08-23,24,유미백화점,MP010052," 261,700 ",21,0.1," 4,946,130 "
1161,2019-08-23,15,협우상사,PJ200272," 166,200 ",13,0," 2,160,600 "
1162,2019-08-23,29,태성무역,TV090648," 556,600 ",2,0," 1,113,200 "
1163,2019-08-24,27,이화무역,OA290227," 27,900 ",16,0.1," 401,760 "
1164,2019-08-24,45,인터비타,OA290182," 53,200 ",45,0.1," 2,154,600 "
1165,2019-08-24,36,굿모닝전자,PA220324," 28,200 ",4,0.1," 101,520 "
1166,2019-08-24,31,한진무역,MP010014," 29,000 ",1,0.1," 26,100 "
1167,2019-08-24,27,이화무역,OA290227," 27,900 ",13,0.1," 326,430 "
1168,2019-08-24,45,인터비타,OA290182," 53,200 ",1,0.1," 47,880 "
1169,2019-08-25,51,그린테크,BH060506," 34,600 ",1,0," 34,600 "
1170,2019-08-25,45,인터비타,MT180605," 338,700 ",2,0," 677,400 "
1171,2019-08-25,23,알프스무역,OA290180," 48,800 ",35,0," 1,708,000 "
1172,2019-08-25,23,알프스무역,OA290180," 48,800 ",42,0," 2,049,600 "
1173,2019-08-26,44,영진전자,EP330675," 71,500 ",29,0," 2,073,500 "
1174,2019-08-26,18,우주전산,TV090359," 816,500 ",7,0," 5,715,500 "
1175,2019-08-26,32,대한전자,TV090364," 1,436,600 ",1,0," 1,436,600 "
1176,2019-08-26,29,태성무역,TV090363," 1,436,600 ",1,0," 1,436,600 "
1177,2019-08-26,38,K마켓,TV090345," 424,900 ",6,0.1," 2,294,460 "
1178,2019-08-27,23,알프스무역,OA290018," 35,200 ",7,0," 246,400 "
1179,2019-08-27,36,굿모닝전자,OA290032," 43,700 ",20,0," 874,000 "
1180,2019-08-27,21,동화전자,CA270407," 568,000 ",15,0.1," 7,668,000 "
1181,2019-08-27,23,알프스무역,OA290018," 35,200 ",1,0," 35,200 "
1182,2019-08-27,36,굿모닝전자,OA290032," 43,700 ",1,0," 43,700 "
1183,2019-08-28,26,신세기상사,TV090647," 807,600 ",7,0," 5,653,200 "
1184,2019-08-28,30,샤론통상,PA220101," 24,200 ",13,0.1," 283,140 "
1185,2019-08-28,33,신성무역,SP320546," 332,400 ",3,0.1," 897,480 "
1186,2019-08-28,10,신영상사,PA220323," 21,400 ",3,0.1," 57,780 "
1187,2019-08-28,33,신성무역,SP320546," 332,400 ",29,0.1," 8,675,640 "
1188,2019-08-29,20,세종물산,CA270410," 581,500 ",7,0.1," 3,663,450 "
1189,2019-08-29,6,글로벌 전자,OA290021," 43,700 ",7,0.1," 275,310 "
1190,2019-08-29,6,글로벌 전자,OA290021," 43,700 ",6,0.1," 235,980 "
1191,2019-08-30,15,협우상사,EP330673," 71,500 ",4,0.1," 257,400 "
1192,2019-08-30,16,대진상사,DC230642," 433,000 ",4,0.1," 1,558,800 "
1193,2019-08-30,25,삼양상사,PA220121," 15,500 ",1,0," 15,500 "
1194,2019-08-30,9,월드링크,MP010054," 261,700 ",7,0," 1,831,900 "
1195,2019-08-30,17,티엔씨에스,SP310293," 355,700 ",1,0," 355,700 "
1196,2019-08-31,2,혜성전자,TV090650," 594,000 ",6,0," 3,564,000 "
1197,2019-08-31,11,서주무역,SP320543," 351,600 ",1,0," 351,600 "
1198,2019-08-31,8,태강교역,SP310288," 242,800 ",3,0," 728,400 "
1199,2019-08-31,41,금산전자,MT180605," 338,700 ",1,0," 338,700 "
1200,2019-08-31,11,서주무역,SP320543," 351,600 ",3,0," 1,054,800 "
1201,2019-08-31,8,태강교역,SP310288," 242,800 ",4,0," 971,200 "
1202,2019-09-01,7,삼화상사,DV350154," 13,400 ",15,0," 201,000 "
1203,2019-09-01,42,우리정보,PA330295," 15,100 ",7,0," 105,700 "
1204,2019-09-01,31,한진무역,MP010062," 133,500 ",1,0," 133,500 "
1205,2019-09-01,11,서주무역,CA270446," 458,300 ",7,0.1," 2,887,290 "
1206,2019-09-01,5,오성통상,TV090649," 512,700 ",1,0," 512,700 "
1207,2019-09-01,42,우리정보,PA330295," 15,100 ",1,0," 15,100 "
1208,2019-09-02,5,오성통상,SP320558," 356,000 ",1,0," 356,000 "
1209,2019-09-02,47,삼인시스템,PA220176," 33,900 ",11,0," 372,900 "
1210,2019-09-02,34,ABC상사,PA220100," 24,200 ",1,0," 24,200 "
1211,2019-09-02,48,한양이엔지,BP350679," 248,600 ",18,0," 4,474,800 "
1212,2019-09-02,32,대한전자,OA290229," 27,900 ",5,0," 139,500 "
1213,2019-09-02,5,오성통상,SP320558," 356,000 ",1,0," 356,000 "
1214,2019-09-02,32,대한전자,OA290229," 27,900 ",18,0," 502,200 "
1215,2019-09-03,51,그린테크,OA290080," 43,700 ",1,0," 43,700 "
1216,2019-09-03,40,가나전자,EP330673," 71,500 ",3,0," 214,500 "
1217,2019-09-03,12,유니테크,TVAC040668," 70,400 ",3,0," 211,200 "
1218,2019-09-03,51,그린테크,OA290080," 43,700 ",23,0," 1,005,100 "
1219,2019-09-04,7,삼화상사,CA280285," 520,400 ",1,0.1," 468,360 "
1220,2019-09-04,29,태성무역,CA280118," 53,800 ",2,0.1," 96,840 "
1221,2019-09-04,36,굿모닝전자,TV090655," 593,800 ",2,0," 1,187,600 "
1222,2019-09-05,7,삼화상사,SP320700," 932,200 ",32,0," 29,830,400 "
1223,2019-09-05,21,동화전자,PA330243," 5,500 ",10,0," 55,000 "
1224,2019-09-05,53,국제전자,DS240468," 398,200 ",8,0.1," 2,867,040 "
1225,2019-09-05,13,미림상사,PA220101," 24,200 ",2,0," 48,400 "
1226,2019-09-05,7,삼화상사,SP320700," 932,200 ",13,0," 12,118,600 "
1227,2019-09-05,21,동화전자,PA330243," 5,500 ",4,0," 22,000 "
1228,2019-09-06,41,금산전자,HS110196," 484,400 ",18,0," 8,719,200 "
1229,2019-09-06,49,강남상사,CA270429," 819,200 ",2,0," 1,638,400 "
1230,2019-09-06,19,양정물산,NT150691," 867,500 ",9,0," 7,807,500 "
1231,2019-09-06,45,인터비타,PE040584," 201,800 ",3,0," 605,400 "
1232,2019-09-07,53,국제전자,SP310289," 325,400 ",1,0," 325,400 "
1233,2019-09-07,9,월드링크,SP320538," 363,000 ",1,0," 363,000 "
1234,2019-09-07,28,서진전자,PA220073," 71,200 ",16,0," 1,139,200 "
1235,2019-09-07,17,티엔씨에스,PJ190253," 1,085,800 ",27,0," 29,316,600 "
1236,2019-09-07,35,에이빌,MT180603," 314,500 ",14,0," 4,403,000 "
1237,2019-09-07,18,우주전산,PJ190664," 437,800 ",2,0.1," 788,040 "
1238,2019-09-07,53,국제전자,SP310289," 325,400 ",7,0," 2,277,800 "
1239,2019-09-07,9,월드링크,SP320538," 363,000 ",16,0," 5,808,000 "
1240,2019-09-08,6,글로벌 전자,PA220233," 156,600 ",3,0," 469,800 "
1241,2019-09-08,47,삼인시스템,MP010027," 223,100 ",2,0," 446,200 "
1242,2019-09-08,43,드림테크,PE040583," 201,800 ",15,0," 3,027,000 "
1243,2019-09-08,5,오성통상,PE040589," 258,900 ",16,0," 4,142,400 "
1244,2019-09-08,29,태성무역,MT180394," 314,500 ",8,0," 2,516,000 "
1245,2019-09-08,12,유니테크,PJ190611," 628,600 ",20,0," 12,572,000 "
1246,2019-09-09,39,명성전자,PA220206," 40,200 ",14,0," 562,800 "
1247,2019-09-09,21,동화전자,SP320556," 356,000 ",1,0," 356,000 "
1248,2019-09-09,4,동광통상,OA290184," 53,200 ",7,0," 372,400 "
1249,2019-09-09,22,동도교역,CA270442," 502,000 ",15,0," 7,530,000 "
1250,2019-09-09,14,베네디스,SP320560," 210,000 ",6,0.1," 1,134,000 "
1251,2019-09-09,21,동화전자,SP320556," 356,000 ",1,0," 356,000 "
1252,2019-09-09,4,동광통상,OA290184," 53,200 ",1,0," 53,200 "
1253,2019-09-10,32,대한전자,CA280282," 115,300 ",14,0," 1,614,200 "
1254,2019-09-10,19,양정물산,PJ190257," 992,800 ",4,0," 3,971,200 "
1255,2019-09-10,53,국제전자,MP010035," 80,700 ",7,0.1," 508,410 "
1256,2019-09-10,17,티엔씨에스,BH060505," 46,100 ",2,0.1," 82,980 "
1257,2019-09-10,38,K마켓,SP320560," 210,000 ",37,0," 7,770,000 "
1258,2019-09-10,26,신세기상사,DC230642," 433,000 ",42,0," 18,186,000 "
1259,2019-09-10,19,양정물산,TV090659," 1,337,600 ",38,0," 50,828,800 "
1260,2019-09-10,38,K마켓,SP320560," 210,000 ",7,0," 1,470,000 "
1261,2019-09-11,25,삼양상사,DC230642," 433,000 ",5,0.1," 1,948,500 "
1262,2019-09-11,8,태강교역,PA220245," 12,800 ",1,0," 12,800 "
1263,2019-09-11,41,금산전자,PA220324," 28,200 ",20,0.1," 507,600 "
1264,2019-09-11,48,한양이엔지,BH060523," 131,200 ",2,0.1," 236,160 "
1265,2019-09-11,51,그린테크,DV350164," 20,000 ",22,0," 440,000 "
1266,2019-09-11,46,부성전자,TV090357," 455,400 ",2,0.1," 819,720 "
1267,2019-09-12,20,세종물산,PA220303," 21,000 ",3,0," 63,000 "
1268,2019-09-12,9,월드링크,MT180393," 314,500 ",5,0.1," 1,415,250 "
1269,2019-09-12,21,동화전자,SP310291," 373,900 ",1,0," 373,900 "
1270,2019-09-12,7,삼화상사,NT150379," 515,400 ",14,0," 7,215,600 "
1271,2019-09-12,53,국제전자,CA280102," 67,200 ",1,0," 67,200 "
1272,2019-09-12,52,제우스,MT180404," 540,100 ",15,0," 8,101,500 "
1273,2019-09-12,21,동화전자,SP310291," 373,900 ",11,0," 4,112,900 "
1274,2019-09-13,24,유미백화점,PC170590," 423,700 ",1,0," 423,700 "
1275,2019-09-13,20,세종물산,OA290204," 35,200 ",17,0," 598,400 "
1276,2019-09-13,20,세종물산,PA220339," 113,700 ",2,0," 227,400 "
1277,2019-09-13,20,세종물산,OA290204," 35,200 ",32,0," 1,126,400 "
1278,2019-09-14,37,J마켓,BH060503," 46,100 ",14,0.1," 580,860 "
1279,2019-09-14,47,삼인시스템,PA220068," 24,100 ",2,0," 48,200 "
1280,2019-09-14,8,태강교역,OA290173," 48,500 ",5,0," 242,500 "
1281,2019-09-14,47,삼인시스템,DV350171," 194,200 ",28,0," 5,437,600 "
1282,2019-09-14,8,태강교역,OA290173," 48,500 ",1,0," 48,500 "
1283,2019-09-15,49,강남상사,DC230638," 433,000 ",7,0," 3,031,000 "
1284,2019-09-15,1,한미전자,CA270445," 484,500 ",32,0," 15,504,000 "
1285,2019-09-15,6,글로벌 전자,CA280190," 26,900 ",3,0," 80,700 "
1286,2019-09-15,33,신성무역,OA290138," 17,500 ",3,0," 52,500 "
1287,2019-09-15,5,오성통상,BH060509," 34,600 ",6,0.1," 186,840 "
1288,2019-09-15,33,신성무역,OA290138," 17,500 ",18,0," 315,000 "
1289,2019-09-16,23,알프스무역,TVAC040670," 66,000 ",12,0," 792,000 "
1290,2019-09-16,33,신성무역,PE040586," 258,900 ",15,0.1," 3,495,150 "
1291,2019-09-16,44,영진전자,SP320527," 285,000 ",4,0," 1,140,000 "
1292,2019-09-16,20,세종물산,NT150452," 518,000 ",12,0," 6,216,000 "
1293,2019-09-16,16,대진상사,MT180607," 541,400 ",4,0," 2,165,600 "
1294,2019-09-16,44,영진전자,SP320527," 285,000 ",7,0," 1,995,000 "
1295,2019-09-17,22,동도교역,PJ190251," 1,085,800 ",2,0," 2,171,600 "
1296,2019-09-17,9,월드링크,OA290135," 40,000 ",2,0," 80,000 "
1297,2019-09-17,33,신성무역,PA220325," 28,200 ",33,0," 930,600 "
1298,2019-09-17,9,월드링크,OA290135," 40,000 ",7,0," 280,000 "
1299,2019-09-18,17,티엔씨에스,NT150391," 700,300 ",7,0," 4,902,100 "
1300,2019-09-18,51,그린테크,CA270411," 581,500 ",1,0," 581,500 "
1301,2019-09-18,13,미림상사,BH060502," 46,100 ",9,0.1," 373,410 "
1302,2019-09-18,17,티엔씨에스,PA220262," 17,400 ",5,0," 87,000 "
1303,2019-09-18,23,알프스무역,TV090351," 607,000 ",9,0," 5,463,000 "
1304,2019-09-19,32,대한전자,PA220142," 53,700 ",11,0," 590,700 "
1305,2019-09-19,32,대한전자,SP310288," 242,800 ",12,0," 2,913,600 "
1306,2019-09-19,8,태강교역,NT150390," 700,300 ",1,0," 700,300 "
1307,2019-09-19,25,삼양상사,CA280188," 26,900 ",18,0," 484,200 "
1308,2019-09-19,32,대한전자,SP310288," 242,800 ",15,0," 3,642,000 "
1309,2019-09-20,13,미림상사,PA220213," 202,000 ",1,0," 202,000 "
1310,2019-09-20,9,월드링크,BH060518," 49,200 ",18,0.1," 797,040 "
1311,2019-09-20,50,프로시스템즈,PA220067," 24,100 ",11,0," 265,100 "
1312,2019-09-20,24,유미백화점,CA270486," 222,100 ",24,0," 5,330,400 "
1313,2019-09-20,29,태성무역,BH060627," 139,600 ",8,0.1," 1,005,120 "
1314,2019-09-20,7,삼화상사,TV090654," 1,011,800 ",18,0," 18,212,400 "
1315,2019-09-21,38,K마켓,CA270425," 848,400 ",4,0," 3,393,600 "
1316,2019-09-21,1,한미전자,EP330675," 71,500 ",12,0.1," 772,200 "
1317,2019-09-21,24,유미백화점,PA220092," 36,200 ",20,0," 724,000 "
1318,2019-09-21,6,글로벌 전자,PA330703," 81,700 ",1,0," 81,700 "
1319,2019-09-21,6,글로벌 전자,PA330703," 81,700 ",12,0," 980,400 "
1320,2019-09-22,49,강남상사,DS240467," 398,200 ",1,0," 398,200 "
1321,2019-09-22,26,신세기상사,PA220069," 30,800 ",20,0," 616,000 "
1322,2019-09-22,15,협우상사,SP310576," 313,200 ",17,0," 5,324,400 "
1323,2019-09-22,6,글로벌 전자,PA220333," 36,400 ",1,0," 36,400 "
1324,2019-09-22,3,태화상사,TVAC040668," 70,400 ",7,0," 492,800 "
1325,2019-09-22,15,협우상사,SP310576," 313,200 ",2,0," 626,400 "
1326,2019-09-23,17,티엔씨에스,CA270485," 222,100 ",12,0.1," 2,398,680 "
1327,2019-09-23,48,한양이엔지,CA280285," 520,400 ",3,0.1," 1,405,080 "
1328,2019-09-23,6,글로벌 전자,SP320560," 210,000 ",1,0," 210,000 "
1329,2019-09-23,53,국제전자,PA220097," 16,000 ",3,0," 48,000 "
